2023-09-27 21:00:15,183: Key.f5
2023-09-27 21:00:18,779: 'a'
2023-09-27 21:00:18,780: 's'
2023-09-27 21:00:18,934: 'd'
2023-09-27 21:00:20,012: 's'
2023-09-27 21:00:20,022: 'a'
2023-09-27 21:00:20,201: 'a'
2023-09-27 21:00:20,202: 'd'
2023-09-27 21:00:20,204: 's'
2023-09-27 21:00:22,098: 'a'
2023-09-27 21:00:22,103: 's'
2023-09-27 21:00:24,738: 's'
2023-09-27 21:00:24,745: 'a'
2023-09-27 21:00:24,753: 'd'
2023-09-27 21:00:24,943: 's'
2023-09-27 21:00:24,947: 'a'
2023-09-27 21:00:25,150: 's'
2023-09-27 21:00:25,156: 'a'
2023-09-27 21:00:25,182: 'd'
2023-09-27 21:00:25,787: 's'
2023-09-27 21:00:25,796: 'a'
2023-09-27 21:00:25,798: 'd'
2023-09-27 21:00:25,969: 'a'
2023-09-27 21:00:25,972: 's'
2023-09-27 21:00:25,983: 'd'
2023-09-27 21:00:49,685: Key.ctrl_l
2023-09-27 21:00:49,883: '\x1a'
2023-09-27 21:00:50,948: '\x1a'
2023-09-27 21:00:51,674: Key.ctrl_l
2023-09-27 21:00:51,899: '\x13'
2023-09-27 21:00:58,902: Key.ctrl_l
2023-09-27 21:00:59,245: '\x13'
2023-09-27 21:01:02,882: 'h'
2023-09-27 21:01:03,077: 'o'
2023-09-27 21:01:03,218: 'w'
2023-09-27 21:01:03,358: Key.space
2023-09-27 21:01:03,842: 't'
2023-09-27 21:01:03,937: 'o'
2023-09-27 21:01:04,133: Key.space
2023-09-27 21:01:04,460: 'm'
2023-09-27 21:01:04,547: 'a'
2023-09-27 21:01:04,648: 'k'
2023-09-27 21:01:04,758: 'e'
2023-09-27 21:01:04,863: Key.space
2023-09-27 21:01:05,790: Key.backspace
2023-09-27 21:01:06,304: Key.backspace
2023-09-27 21:01:06,335: Key.backspace
2023-09-27 21:01:06,365: Key.backspace
2023-09-27 21:01:06,396: Key.backspace
2023-09-27 21:01:06,428: Key.backspace
2023-09-27 21:01:06,458: Key.backspace
2023-09-27 21:01:06,489: Key.backspace
2023-09-27 21:01:06,536: Key.backspace
2023-09-27 21:01:06,567: Key.backspace
2023-09-27 21:01:06,599: Key.backspace
2023-09-27 21:01:06,629: Key.backspace
2023-09-27 21:01:06,659: Key.backspace
2023-09-27 21:01:06,690: Key.backspace
2023-09-27 21:01:06,720: Key.backspace
2023-09-27 21:01:06,765: Key.backspace
2023-09-27 21:01:06,796: Key.backspace
2023-09-27 21:01:06,828: Key.backspace
2023-09-27 21:01:07,111: 'i'
2023-09-27 21:01:07,271: 'm'
2023-09-27 21:01:07,444: Key.space
2023-09-27 21:01:07,582: 'a'
2023-09-27 21:01:07,701: 'c'
2023-09-27 21:01:07,913: 't'
2023-09-27 21:01:08,041: 'u'
2023-09-27 21:01:08,140: 'a'
2023-09-27 21:01:08,292: 'l'
2023-09-27 21:01:08,419: 'l'
2023-09-27 21:01:08,446: 'y'
2023-09-27 21:01:08,619: Key.space
2023-09-27 21:01:08,740: 'a'
2023-09-27 21:01:08,853: Key.space
2023-09-27 21:01:09,016: 's'
2023-09-27 21:01:09,177: 't'
2023-09-27 21:01:09,330: 'u'
2023-09-27 21:01:09,417: 'd'
2023-09-27 21:01:09,524: 'e'
2023-09-27 21:01:09,609: 'n'
2023-09-27 21:01:09,697: 't'
2023-09-27 21:01:09,842: Key.space
2023-09-27 21:01:09,926: 'w'
2023-09-27 21:01:10,067: 'h'
2023-09-27 21:01:10,220: 'o'
2023-09-27 21:01:10,323: 's'
2023-09-27 21:01:10,516: 'e'
2023-09-27 21:01:11,122: Key.backspace
2023-09-27 21:01:11,518: Key.space
2023-09-27 21:01:11,963: 'c'
2023-09-27 21:01:12,057: 'u'
2023-09-27 21:01:12,211: 'r'
2023-09-27 21:01:12,702: 'i'
2023-09-27 21:01:12,876: 'o'
2023-09-27 21:01:13,067: 'u'
2023-09-27 21:01:13,154: 's'
2023-09-27 21:01:13,325: Key.space
2023-09-27 21:01:13,534: 'a'
2023-09-27 21:01:13,702: 'b'
2023-09-27 21:01:13,889: 'o'
2023-09-27 21:01:14,110: 'u'
2023-09-27 21:01:14,243: 't'
2023-09-27 21:01:14,417: Key.space
2023-09-27 21:01:15,846: 'h'
2023-09-27 21:01:16,006: 'o'
2023-09-27 21:01:16,102: 'w'
2023-09-27 21:01:16,233: Key.space
2023-09-27 21:01:16,372: 'k'
2023-09-27 21:01:16,508: 'e'
2023-09-27 21:01:16,672: 'y'
2023-09-27 21:01:16,921: 'l'
2023-09-27 21:01:17,087: 'o'
2023-09-27 21:01:17,176: 'g'
2023-09-27 21:01:17,313: 'g'
2023-09-27 21:01:17,414: 'e'
2023-09-27 21:01:17,554: 'r'
2023-09-27 21:01:17,903: Key.backspace
2023-09-27 21:01:18,409: Key.backspace
2023-09-27 21:01:18,440: Key.backspace
2023-09-27 21:01:18,471: Key.backspace
2023-09-27 21:01:18,501: Key.backspace
2023-09-27 21:01:18,548: Key.backspace
2023-09-27 21:01:18,579: Key.backspace
2023-09-27 21:01:18,610: Key.backspace
2023-09-27 21:01:18,911: Key.backspace
2023-09-27 21:01:19,179: 'c'
2023-09-27 21:01:19,537: Key.backspace
2023-09-27 21:01:19,670: 's'
2023-09-27 21:01:20,111: 'c'
2023-09-27 21:01:20,311: Key.backspace
2023-09-27 21:01:20,733: Key.backspace
2023-09-27 21:01:20,918: 'c'
2023-09-27 21:01:21,026: 'o'
2023-09-27 21:01:21,178: 'm'
2023-09-27 21:01:21,333: 'p'
2023-09-27 21:01:21,567: 'u'
2023-09-27 21:01:21,698: 't'
2023-09-27 21:01:21,814: '3'
2023-09-27 21:01:21,819: 'e'
2023-09-27 21:01:21,924: 'r'
2023-09-27 21:01:22,074: Key.space
2023-09-27 21:01:22,200: 's'
2023-09-27 21:01:22,344: 'e'
2023-09-27 21:01:22,761: Key.backspace
2023-09-27 21:01:22,900: Key.backspace
2023-09-27 21:01:23,053: Key.backspace
2023-09-27 21:01:23,205: Key.backspace
2023-09-27 21:01:23,347: Key.backspace
2023-09-27 21:01:23,502: Key.backspace
2023-09-27 21:01:23,804: 'e'
2023-09-27 21:01:23,943: 'r'
2023-09-27 21:01:24,192: Key.space
2023-09-27 21:01:24,333: 's'
2023-09-27 21:01:24,467: 'e'
2023-09-27 21:01:24,675: 'c'
2023-09-27 21:01:24,845: 'u'
2023-09-27 21:01:24,999: 'r'
2023-09-27 21:01:25,090: 'i'
2023-09-27 21:01:25,230: 't'
2023-09-27 21:01:25,425: 'y'
2023-09-27 21:01:25,553: Key.space
2023-09-27 21:01:25,667: 'w'
2023-09-27 21:01:25,779: 'o'
2023-09-27 21:01:25,851: 'r'
2023-09-27 21:01:25,997: 'k'
2023-09-27 21:01:26,072: 's'
2023-09-27 21:01:26,295: ','
2023-09-27 21:01:26,525: Key.space
2023-09-27 21:01:28,366: 's'
2023-09-27 21:01:28,574: 'o'
2023-09-27 21:01:28,829: Key.space
2023-09-27 21:01:30,135: Key.backspace
2023-09-27 21:01:30,296: Key.backspace
2023-09-27 21:01:30,441: Key.backspace
2023-09-27 21:01:30,588: Key.backspace
2023-09-27 21:01:31,005: Key.backspace
2023-09-27 21:01:31,753: ','
2023-09-27 21:01:31,948: Key.space
2023-09-27 21:01:32,085: 'c'
2023-09-27 21:01:32,184: 'a'
2023-09-27 21:01:32,218: 'n'
2023-09-27 21:01:32,385: Key.space
2023-09-27 21:01:32,534: 'i'
2023-09-27 21:01:32,725: Key.space
2023-09-27 21:01:33,372: 'k'
2023-09-27 21:01:33,498: 'n'
2023-09-27 21:01:33,672: 'o'
2023-09-27 21:01:33,780: 'w'
2023-09-27 21:01:33,888: Key.space
2023-09-27 21:01:34,086: 'h'
2023-09-27 21:01:34,253: 'o'
2023-09-27 21:01:34,345: 'w'
2023-09-27 21:01:34,504: Key.space
2023-09-27 21:01:34,606: 't'
2023-09-27 21:01:34,722: 'o'
2023-09-27 21:01:34,942: Key.space
2023-09-27 21:01:36,177: 'b'
2023-09-27 21:01:36,374: 'y'
2023-09-27 21:01:36,658: 'p'
2023-09-27 21:01:36,833: 'a'
2023-09-27 21:01:37,037: 's'
2023-09-27 21:01:37,174: 's'
2023-09-27 21:01:37,333: Key.space
2023-09-27 21:01:37,765: 'w'
2023-09-27 21:01:37,878: 'i'
2023-09-27 21:01:38,019: 'n'
2023-09-27 21:01:38,143: 'd'
2023-09-27 21:01:38,291: 'o'
2023-09-27 21:01:38,394: 'w'
2023-09-27 21:01:38,573: 's'
2023-09-27 21:01:38,709: Key.space
2023-09-27 21:01:38,905: 's'
2023-09-27 21:01:39,103: 'e'
2023-09-27 21:01:39,316: 'c'
2023-09-27 21:01:39,488: 'u'
2023-09-27 21:01:39,616: 'r'
2023-09-27 21:01:39,786: 'i'
2023-09-27 21:01:39,906: 't'
2023-09-27 21:01:40,116: 'y'
2023-09-27 21:01:40,249: Key.enter
2023-09-27 21:02:29,586: 'l'
2023-09-27 21:02:29,763: 'i'
2023-09-27 21:02:29,907: 'n'
2023-09-27 21:02:30,033: 'k'
2023-09-27 21:02:30,150: 'e'
2023-09-27 21:02:30,688: Key.enter
2023-09-27 21:03:58,176: 'h'
2023-09-27 21:03:58,334: 'o'
2023-09-27 21:03:58,466: 'w'
2023-09-27 21:03:58,567: Key.space
2023-09-27 21:03:58,724: 't'
2023-09-27 21:03:58,787: 'o'
2023-09-27 21:03:58,967: Key.space
2023-09-27 21:03:59,009: Key.space
2023-09-27 21:03:59,150: 'b'
2023-09-27 21:03:59,291: 'y'
2023-09-27 21:03:59,515: 'p'
2023-09-27 21:03:59,669: 'a'
2023-09-27 21:03:59,848: 's'
2023-09-27 21:03:59,997: 's'
2023-09-27 21:04:00,098: Key.space
2023-09-27 21:04:00,237: 'w'
2023-09-27 21:04:00,276: 'i'
2023-09-27 21:04:00,444: 'n'
2023-09-27 21:04:00,561: 'd'
2023-09-27 21:04:00,695: 'o'
2023-09-27 21:04:00,780: 'w'
2023-09-27 21:04:00,947: 's'
2023-09-27 21:04:01,051: Key.space
2023-09-27 21:04:01,875: '1'
2023-09-27 21:04:02,340: Key.backspace
2023-09-27 21:04:02,551: 's'
2023-09-27 21:04:02,735: 'e'
2023-09-27 21:04:02,926: 'c'
2023-09-27 21:04:03,047: 'u'
